raw_voc,gas_res,humidity,temperature,voc_delta,voc_slope,gas_ratio,humid_comp_voc,label
1.7632376600124962,2832.894101356464,41.54623120870243,24.2133019558281,-0.022303468922941688,0.015612783710918688,0.0006221960302498635,1.7577849138159545,citrus
2.014141760790286,2494.488656014202,38.26738333793305,23.272011125631654,0.0490095435835911,0.008596152313972275,0.000807113170374926,2.021121231939306,citrus
2.286068012842376,2177.07240479677,43.823341650823714,24.52531583706452,0.014058658282173973,0.02457659339219488,0.001049583112025003,2.2685871747421436,citrus
2.129280988016671,2334.8187437539873,38.11723739068924,24.65839530147385,-0.0348778603298154,-0.019347910409248895,0.0009115780039484652,2.1372988492745795,citrus
1.9648309138783224,2546.2243661778543,38.090154150693294,22.634275367942315,-0.0432969941916143,-0.003317001353928182,0.0007713615415930472,1.9723359622092427,citrus
1.9577362614826472,2495.0387991088837,41.623394832413595,23.088474345196378,-0.08237481495237194,-0.005781517299285319,0.0007843372715927265,1.951379903622408,citrus
1.9462988806761874,2581.970312298872,42.28877944701081,24.0894882822171,0.01453665889334112,-0.02467103345510752,0.000753511905037716,1.9373895829245238,citrus
1.8961471114023172,2635.5193656868064,41.34429809180861,23.778630185359493,-0.017729377362567907,0.013254090059746176,0.0007191857325532581,1.891049137515024,citrus
2.844489863182819,1758.3574942806113,34.94320804784557,23.988239189747,-0.11860977640317572,-0.0033799569475419806,0.0016167776432190722,2.8732578500790744,citrus
2.2492533213556665,2250.794085684014,41.61410331978475,23.402869250698494,-0.026785743638470007,0.009245390062332028,0.0009988716711068295,2.2419922668495924,citrus
2.4260277163214217,2001.548579294411,36.897075844976804,24.61557858240398,-0.045051701462747604,0.02949714917912015,0.0012114700943615668,2.4410832763248806,citrus
2.013276759564323,2423.0655226924923,40.70582833476479,24.544454354800266,0.07878387960853302,-0.004415546147845104,0.0008305372691939893,2.010434703999075,citrus
2.1042129968441854,2383.2707046431833,35.72879669380282,24.04622148829285,-0.08513893059466549,-0.00526441228321444,0.0008825394669935728,2.122188039862313,citrus
1.9459338055888935,2567.927221908086,41.33896644262919,24.789068844877622,-0.07206753998670269,0.0014833021215499504,0.0007574888805699757,1.940722725458371,citrus
1.3644874995242395,3666.8012240343423,37.58020328707788,24.32725653957643,0.055498482155284995,0.012340591912292621,0.0003720178428926397,1.3710910642565837,citrus
1.7465972169456403,2847.2073496334574,36.152096049218436,23.398495275981734,0.06783815787319816,-0.007083912816376874,0.000613226848519443,1.760038693608659,citrus
1.6168143960058816,3110.519995724187,42.1414604094472,24.25812554885775,-0.037249146936282077,-0.007887019964151634,0.0005196220491038747,1.6098897079689398,citrus
1.4850648666145179,3392.5698452314255,40.724933565030256,23.3287821794197,-0.031604291140445544,0.013214865878017075,0.00043761140461019254,1.4829117198784059,citrus
1.801392307710569,2788.6103138638678,38.15806959582131,24.61491521091509,0.030811769827665644,0.004732991547975445,0.0006457505189015001,1.8080283862334203,citrus
2.557486703814489,1946.455382508391,44.35353654706319,23.965051862309622,-0.11635498984726551,-0.02555910328756026,0.0013132453389100786,2.5352184801471194,citrus
